Store_ID,Date,Department,Product_Category,Units_Sold,Price_per_Unit,Promotion,Holiday,Temperature,Fuel_Price,Total_Sales
33,2024-03-13,Clothing,Furniture,10,77.69263818866267,True,False,63.21468442019506,3.4412970401358915,776.9263818866267
76,2023-07-23,Clothing,Laptops,17,150.32060134611288,False,False,78.68728114282789,2.7371438652849496,2555.450222883919
58,2023-08-01,Home Goods,Produce,44,88.35628837637613,False,False,54.970451489945354,3.2871584385134716,3887.67668856055
22,2023-02-09,Electronics,Furniture,25,168.82694205604014,True,False,48.241376124555686,3.88150540194429,4220.673551401003
89,2023-10-02,Electronics,Laptops,27,108.49858028022949,True,False,75.56934170837383,3.8502813103286684,2929.4616675661964
49,2023-11-19,Home Goods,Furniture,33,154.14712457548302,False,False,40.27675347607503,2.801533436098139,5086.8551109909395
91,2023-03-23,Clothing,TVs,11,20.321458546875984,True,False,68.23246883271828,2.5208477500100197,223.53604401563584
59,2023-06-30,Clothing,Kitchenware,13,120.05506446372826,True,False,27.406365450854658,2.72235890485162,1560.7158380284673
42,2023-11-16,Electronics,Pants,1,112.30541460652104,False,False,27.92667863740137,2.590375104877169,112.30541460652104
92,2023-03-24,Grocery,TVs,31,123.94546073835623,True,True,65.08388337352805,3.5011722235182123,3842.309282889043
60,2023-10-30,Electronics,Shirts,33,140.65011354354007,True,False,25.7925359992921,3.474375465431237,4641.453746936822
80,2023-09-19,Grocery,Laptops,21,184.03124915665768,True,False,30.853581476527573,3.1040384132614594,3864.656232289811
15,2023-09-29,Clothing,Shirts,16,158.20800594632607,True,False,63.705834001225355,3.038611149162149,2531.328095141217
62,2023-07-19,Clothing,Laptops,39,47.82940832980642,False,False,50.67425879709281,3.491049791146016,1865.3469248624504
62,2023-08-28,Home Goods,Kitchenware,23,166.04977251195874,True,True,59.290751701549034,2.7164339455568673,3819.144767775051
47,2024-02-06,Clothing,Pants,10,28.80553713494365,False,False,88.38600388122269,3.0357728124880405,288.0553713494365
62,2023-06-29,Grocery,Furniture,48,126.32872420663857,False,False,64.23727265523716,3.514229762136396,6063.778761918651
51,2024-03-07,Electronics,Laptops,33,177.13699260795892,True,False,61.359556297589286,2.7370747856089466,5845.520756062644
55,2023-06-20,Home Goods,Kitchenware,22,24.718800571906268,True,False,46.609665697540166,4.6020341820115265,543.813612581938
64,2023-10-22,Grocery,TVs,41,170.69006739550082,True,False,64.16143164995893,4.190046244891932,6998.292763215533
3,2023-06-26,Electronics,Furniture,6,160.7310431748979,True,False,20.909966798911846,3.4577981221161944,964.3862590493875
51,2024-01-04,Electronics,Pants,47,103.2362095986188,False,False,59.01241745398376,2.8759957730721863,4852.101851135084
7,2024-01-31,Electronics,TVs,36,65.2350324476038,True,False,24.822815235741093,2.985468279671836,2348.4611681137367
21,2023-08-25,Clothing,Furniture,47,84.06045447395105,False,False,35.412057285687105,2.80022396186936,3950.8413602756996
73,2023-05-18,Electronics,Laptops,10,193.8883364615413,True,True,59.41847015305881,2.900209568183833,1938.8833646154128
39,2023-11-23,Clothing,Laptops,16,44.33102344961004,True,False,66.7565383956524,3.5562853474253884,709.2963751937607
18,2024-01-01,Electronics,TVs,13,118.02283612682957,False,False,46.935757828049944,3.1141616632032743,1534.2968696487844
4,2023-11-07,Electronics,Produce,20,21.23194583634335,False,False,49.328594119257545,4.71144619215306,424.638916726867
89,2023-05-09,Clothing,Laptops,4,47.48914751688858,False,False,54.86156840697189,4.902321825085499,189.95659006755432
60,2023-02-18,Clothing,Kitchenware,20,153.84669567453153,False,False,73.13522254211954,4.228412608727856,3076.9339134906304
14,2023-06-13,Grocery,Produce,22,64.00681287030281,False,False,21.23394401131171,4.521902773617207,1408.1498831466618
9,2023-10-04,Electronics,Furniture,29,197.22438375973323,True,False,51.29475991285202,3.1377988389478038,5719.507129032264
90,2023-10-20,Clothing,Produce,16,102.6593234032988,False,False,20.999151853477855,4.162559935395308,1642.5491744527808
53,2023-04-26,Grocery,TVs,43,105.72516843500985,False,False,42.33993024429481,2.6449966323403196,4546.182242705423
2,2023-01-24,Grocery,Shirts,47,12.081374170468376,True,False,56.3894034919257,4.90054021327249,567.8245860120137
84,2023-11-07,Clothing,Shirts,43,191.52271616756687,True,False,25.594349856723703,4.175517413267354,8235.476795205375
92,2023-01-25,Electronics,TVs,23,38.975520972461496,False,False,53.964946958346054,3.292127928682458,896.4369823666144
60,2024-01-26,Grocery,Dairy,30,109.9764167680363,True,False,84.72017325378565,4.432603896959766,3299.292503041089
71,2023-05-07,Electronics,Kitchenware,30,82.15654894195266,True,False,67.97396363928537,2.539498623009973,2464.69646825858
44,2023-08-22,Electronics,Shirts,43,86.03901664519812,True,False,74.75768703137653,3.440590588476028,3699.677715743519
8,2023-07-28,Grocery,TVs,3,130.44353237704115,True,False,60.62899527516181,4.73914440741105,391.33059713112345
47,2023-04-03,Clothing,Laptops,24,134.1072920330331,True,False,82.74512860330589,3.15799890769558,3218.5750087927945
35,2023-04-04,Electronics,Produce,49,35.08627989732889,True,False,30.28085044177522,4.1697857801976586,1719.2277149691158
78,2023-11-23,Home Goods,Shirts,37,102.41939735876898,False,False,51.485022324325264,3.4002592059992316,3789.517702274452
81,2023-08-13,Clothing,Laptops,13,159.1431025826621,False,False,61.79232640677384,3.480910839216735,2068.8603335746075
36,2024-03-30,Grocery,Shirts,42,91.44086429268476,True,False,81.14327391034149,4.36484262538621,3840.51630029276
50,2024-01-13,Home Goods,Furniture,32,37.33187181118312,False,False,41.560717182348064,4.7755149954922835,1194.6198979578598
4,2023-10-07,Electronics,TVs,37,66.0773039155547,False,False,20.07895844360348,2.9167963074135237,2444.8602448755237
2,2023-01-11,Clothing,TVs,12,46.41401500048869,True,False,88.20898777301913,3.1922302718888673,556.9681800058643
6,2023-11-25,Home Goods,Kitchenware,8,29.534406243393224,True,False,21.818411289300535,3.7194629565565838,236.2752499471458
54,2023-01-12,Clothing,Laptops,24,78.62831984989398,True,False,30.665670906781394,4.034540164769028,1887.0796763974556
4,2023-02-04,Electronics,Dairy,44,110.48256742362464,True,False,49.54324306137994,3.669467781968502,4861.232966639484
54,2024-03-22,Clothing,Furniture,16,19.186547428943193,False,False,54.74588690985022,4.513821737330357,306.9847588630911
93,2024-03-27,Home Goods,Produce,32,122.74555758449576,True,False,78.41261702004294,4.420237211536872,3927.857842703864
63,2023-08-16,Clothing,Kitchenware,34,198.63976583307348,False,False,51.34725649409647,3.513107305088986,6753.752038324498
18,2023-08-08,Grocery,Furniture,35,193.00436174391632,True,False,58.32003956556025,2.601529681651346,6755.152661037071
90,2024-03-16,Grocery,Dairy,32,166.68882898983597,False,False,33.999990959648386,2.9862409470434486,5334.042527674751
44,2023-05-21,Home Goods,Furniture,17,56.93651699646859,True,False,59.841108939793045,3.717381623023113,967.9207889399661
34,2023-01-23,Clothing,Pants,2,9.369481313476623,True,False,44.38686200898154,4.818784391655167,18.738962626953246
74,2023-03-24,Home Goods,Produce,26,167.54063206215594,True,False,26.911259689309663,3.918923717129487,4356.056433616054
62,2023-08-17,Clothing,Kitchenware,44,15.86544523584908,True,False,86.25240239440504,3.825987266108425,698.0795903773595
14,2024-02-27,Electronics,Produce,17,45.097475886800225,False,True,25.717899981037146,4.30992510825752,766.6570900756038
95,2023-12-10,Grocery,Furniture,38,111.16837701212296,True,False,67.45152512671663,2.8807373703910675,4224.398326460672
48,2023-03-21,Electronics,Kitchenware,49,39.7837176330105,False,True,83.57352070494647,2.867296170346843,1949.4021640175142
15,2023-12-19,Clothing,Shirts,2,167.58872460323516,False,False,32.54432579561306,3.3634879361733336,335.1774492064703
72,2024-01-31,Electronics,Pants,8,156.54614077066665,True,False,36.598236629031504,4.9871315788660855,1252.3691261653332
78,2023-10-17,Home Goods,Shirts,46,152.3750536187637,True,False,49.8694735599688,4.6898545812485,7009.25246646313
87,2024-03-30,Home Goods,Furniture,6,164.14488510002744,False,False,40.615697773026795,4.200284751087016,984.8693106001647
62,2023-11-27,Clothing,Shirts,9,47.84184715159935,True,False,73.13231978160431,3.477887307157428,430.5766243643942
40,2023-06-08,Grocery,Produce,1,147.13401334920113,False,False,43.67073628545991,3.8866848879418545,147.13401334920113
85,2023-05-08,Home Goods,Kitchenware,5,74.27989300539411,True,False,89.0084878293021,3.2588852947726368,371.3994650269706
80,2023-07-09,Grocery,Produce,39,135.0347281158379,True,False,80.11510627569788,4.185767530465132,5266.354396517679
82,2024-02-01,Clothing,Shirts,9,28.794237083079082,True,False,82.67408936490406,3.547114153893702,259.14813374771177
53,2023-01-31,Grocery,Kitchenware,14,142.5893831125804,False,True,24.456499968723097,2.8005397356055424,1996.2513635761256
24,2024-01-21,Clothing,Produce,27,194.56100694065202,True,False,32.34159216003589,3.0377198852451492,5253.147187397604
26,2023-12-25,Electronics,TVs,9,13.502071237149668,False,False,31.855788484318282,4.021731978341953,121.518641134347
89,2023-01-15,Clothing,Produce,36,23.296635727581528,True,True,67.03752537229508,4.236411756727524,838.678886192935
60,2023-11-09,Electronics,Furniture,29,29.109169630912707,False,False,20.833796192261712,2.740054161585403,844.1659192964685
41,2023-03-16,Clothing,Laptops,20,88.95996146355374,True,True,76.44983399832014,4.520852442680365,1779.1992292710747
29,2023-02-03,Home Goods,Shirts,15,61.70213606194547,False,False,58.29322128977479,4.560868464787308,925.532040929182
15,2023-12-25,Home Goods,Pants,36,162.34942994043527,True,False,59.64191221111755,4.307704785692563,5844.57947785567
45,2023-07-15,Grocery,Dairy,3,97.3885116441875,False,False,57.61354955687082,4.208971336115227,292.16553493256254
65,2023-11-27,Clothing,Shirts,23,99.48478182426773,False,False,57.474212280629054,3.0796714650598385,2288.1499819581577
89,2023-01-29,Clothing,Dairy,46,144.82242975844397,False,False,33.852025224348516,4.79905490603394,6661.831768888423
71,2023-07-13,Clothing,Dairy,9,75.58395159447042,False,False,39.82258052733221,3.1714338879225457,680.2555643502337
9,2023-01-16,Grocery,Produce,30,73.87541324699038,False,False,54.13322204834328,2.9562615982936453,2216.2623974097114
88,2024-02-27,Home Goods,Produce,19,152.60064558735868,False,False,67.44911482657125,4.096335091759872,2899.412266159815
1,2023-03-18,Clothing,Kitchenware,38,157.10814043816913,True,False,39.036763201290434,3.410260737363695,5970.1093366504265
8,2023-10-20,Grocery,Kitchenware,3,7.8077606438998055,True,False,76.42944474982548,4.832570211654865,23.423281931699417
88,2023-03-22,Clothing,Laptops,48,33.03914278894294,True,False,76.74152174467204,3.6506240211458763,1585.878853869261
63,2024-02-09,Electronics,Laptops,3,46.554145323953556,False,False,39.171558500921094,2.9092963576278845,139.66243597186067
11,2024-03-03,Clothing,Pants,34,73.56209140778589,True,False,59.204527638787205,4.893821618487127,2501.11110786472
81,2023-05-04,Electronics,Furniture,2,61.83237626923084,False,False,44.424599817384376,3.788584784231663,123.66475253846168
8,2023-01-19,Grocery,TVs,27,135.3614094357139,False,True,33.34800148061566,3.7963973120448236,3654.7580547642756
35,2024-03-30,Grocery,Furniture,23,166.48637059157684,True,True,76.41999690570938,3.464506722110904,3829.186523606267
35,2023-04-12,Home Goods,Kitchenware,42,42.45696155942471,True,False,89.40368528145738,4.5899844375705126,1783.192385495838
33,2024-01-27,Clothing,Pants,32,114.78111181737994,True,True,59.60034247346507,3.219109051715023,3672.995578156158
5,2023-03-18,Grocery,Shirts,47,76.72416896080202,False,False,83.97626934017852,2.5342742697257146,3606.0359411576947
41,2023-08-17,Home Goods,Produce,35,103.62668563398206,True,False,64.95181652813613,3.743194817275214,3626.9339971893723
28,2024-03-25,Clothing,Furniture,40,126.0477791477618,False,False,59.60065911050595,4.814717279105681,5041.911165910472
7,2023-10-24,Grocery,Dairy,18,179.25196464299216,False,False,53.61014160332072,3.183166716360937,3226.535363573859
73,2023-07-22,Electronics,Produce,27,42.49707022631974,False,False,36.500047668533696,3.1657635917336275,1147.420896110633
72,2024-03-29,Grocery,Produce,11,21.96628447593177,True,False,25.89786898977046,4.3452496986101306,241.62912923524945
12,2023-03-02,Electronics,Furniture,39,127.30632421384372,True,False,50.963514261179014,4.4388333351604565,4964.946644339905
34,2023-01-26,Home Goods,Furniture,19,81.85551551066217,True,False,59.29169394842001,3.5888913442128687,1555.2547947025812
33,2023-03-12,Home Goods,Dairy,25,36.76602519213277,True,False,55.66147579556969,4.58410817780759,919.1506298033194
48,2023-04-13,Clothing,Kitchenware,7,27.831997634194718,False,False,68.68994447863088,2.9298327100092085,194.82398343936302
23,2023-11-22,Clothing,Dairy,31,113.98740844043581,False,False,33.44691484972783,3.4175634334023672,3533.60966165351
62,2023-12-29,Clothing,Laptops,2,63.591765932998136,False,False,44.794208523921554,3.5106947882919304,127.18353186599627
88,2023-06-06,Home Goods,Kitchenware,38,199.49814401926568,False,False,49.08970899031865,3.2819897330157337,7580.929472732096
37,2023-12-29,Electronics,Pants,5,84.15065976948922,True,True,33.05663139048184,3.04434387254786,420.7532988474461
99,2023-12-25,Clothing,Pants,14,46.395888709210624,True,False,83.45249495704891,3.3453738223557314,649.5424419289487
44,2023-07-13,Clothing,Dairy,18,127.62556379786918,False,True,67.70580201890421,2.545007958839394,2297.2601483616454
86,2023-10-02,Home Goods,TVs,36,52.62970348964885,True,False,26.43036424396575,4.2583750869001715,1894.6693256273584
91,2023-11-20,Electronics,Kitchenware,4,101.34677843007641,False,False,69.89586279070323,4.20989808632578,405.38711372030565
35,2023-07-05,Grocery,Dairy,24,99.10235582559645,False,False,58.345132421434656,3.625545280525833,2378.456539814315
65,2023-11-22,Clothing,Laptops,13,93.44373779456876,True,False,56.67583267552068,3.3072889596642088,1214.768591329394
99,2023-04-23,Grocery,TVs,21,160.2367107725671,False,False,89.28500425752367,3.5852338397561225,3364.9709262239094
47,2023-11-09,Grocery,Furniture,33,47.23953528590586,True,False,63.27405748229051,4.8413020399723,1558.9046644348934
78,2023-06-14,Clothing,Pants,20,181.33992448874167,True,False,82.77097350974196,4.008912122248086,3626.7984897748333
3,2023-03-02,Home Goods,Pants,5,159.3113981266392,False,False,83.94842580742868,4.328393289545198,796.556990633196
1,2023-04-02,Clothing,TVs,24,69.95886102744814,True,False,27.099304221859512,3.0737918632782426,1679.0126646587553
5,2023-10-13,Electronics,Shirts,35,40.21748872462701,True,False,20.585357946569893,2.73689493081307,1407.6121053619454
90,2024-03-30,Electronics,Laptops,30,59.509329778814546,False,False,50.468683657910915,2.707962336772792,1785.2798933644365
14,2023-06-02,Clothing,Laptops,28,69.86406814727027,True,False,73.84994867287159,3.680047133946461,1956.1939081235678
27,2023-08-13,Grocery,Laptops,45,113.6019679173741,True,True,77.69371687313723,4.291715844777581,5112.088556281834
9,2023-05-07,Electronics,Pants,7,14.041792918661777,True,False,75.1245832643731,4.435300956485136,98.29255043063245
79,2023-07-12,Electronics,Produce,42,183.30003032115036,True,False,51.31015709599396,4.301024517475025,7698.601273488315
15,2023-04-25,Clothing,Pants,35,24.241597048916642,True,False,72.49748829755669,4.781906219120426,848.4558967120824
90,2023-09-19,Clothing,Produce,30,59.45831184950679,True,False,70.31435671683258,2.6300061147304654,1783.7493554852038
42,2023-01-18,Home Goods,Pants,34,26.311050400828485,False,False,41.96734756753626,4.6383487214120755,894.5757136281685
77,2023-01-10,Clothing,Kitchenware,39,55.05120117250373,True,False,31.81043921672152,4.151691489009931,2146.9968457276455
51,2023-04-02,Clothing,Furniture,9,168.34639462871763,False,False,63.49931020553969,2.9388002800065767,1515.1175516584588
63,2023-05-19,Electronics,Pants,12,124.95928321973224,False,False,67.39604745274593,4.2059518370940685,1499.511398636787
96,2024-03-24,Electronics,Kitchenware,29,49.32802889244873,False,False,59.75794836075356,3.7793989003439283,1430.5128378810132
52,2023-11-29,Electronics,Kitchenware,10,174.99291331087085,False,False,34.922568254373246,3.397603116335504,1749.9291331087084
96,2023-12-23,Grocery,Furniture,27,161.13885154760453,False,False,39.3671324248819,3.119895397914661,4350.748991785323
4,2023-12-06,Electronics,Kitchenware,19,151.9616100527082,False,False,69.59403900215376,3.6603859681118314,2887.270591001456
94,2024-03-24,Electronics,Produce,13,170.28837618521402,True,False,87.38356548260533,3.0978316129730237,2213.7488904077823
23,2023-02-21,Clothing,Laptops,42,125.83168789607144,True,False,86.1384921089119,2.7071177099103334,5284.930891635001
15,2023-07-14,Home Goods,Produce,37,102.7802852411903,False,False,56.37607024921049,4.615300146049969,3802.870553924041
43,2023-07-25,Electronics,TVs,32,77.91733010342094,False,False,82.05916323358278,3.9820924546404823,2493.35456330947
29,2023-10-14,Home Goods,Laptops,15,48.63398397950118,False,False,22.061584021373324,3.4091741459708262,729.5097596925177
36,2024-02-05,Electronics,Pants,21,113.69527324114449,True,False,80.28064851183726,3.616699951581887,2387.6007380640344
13,2024-03-14,Electronics,Pants,3,178.45100741424721,True,False,53.33055764043086,4.662068419024221,535.3530222427416
32,2024-01-01,Home Goods,Pants,8,120.82644885350338,False,False,74.70691344358227,3.299608763764645,966.611590828027
71,2023-04-03,Clothing,Pants,6,184.32333803552416,False,False,20.390803671120224,3.4504326186375125,1105.940028213145
59,2024-02-24,Electronics,Pants,29,74.59888707066689,False,False,80.79925490583025,4.415201026954318,2163.3677250493397
86,2024-02-14,Home Goods,Produce,19,140.55190464286204,False,False,61.64857356666122,3.001306527283078,2670.4861882143787
28,2023-11-05,Electronics,Dairy,17,131.48976713021503,False,False,36.81612787765512,4.148156380841531,2235.3260412136556
66,2023-05-25,Grocery,Furniture,10,135.73459959223467,False,False,44.323813810485035,3.5858095136482233,1357.3459959223467
42,2023-03-27,Grocery,Dairy,33,130.78319238695457,True,False,34.04662608518622,3.750396413992022,4315.845348769501
45,2023-06-02,Grocery,Produce,13,48.22266161273777,True,False,49.708403049211825,4.4672003890520005,626.8946009655909
62,2023-01-02,Grocery,Shirts,27,33.00022516521405,True,False,43.10042218963663,4.982830890787339,891.0060794607792
57,2023-12-08,Clothing,Kitchenware,42,195.83250996525143,False,True,57.415222393640796,4.578779810048676,8224.96541854056
6,2024-01-24,Grocery,Dairy,12,13.832550124287733,True,False,77.03491093250494,2.9013599159065104,165.9906014914528
28,2023-09-17,Home Goods,Produce,2,96.20861497051271,True,False,88.75926856266746,3.061379588100971,192.41722994102543
28,2023-06-13,Electronics,Kitchenware,10,87.89066184266306,False,False,37.602034850902044,3.524826192847708,878.9066184266306
44,2023-01-06,Home Goods,Laptops,21,75.20369685193987,False,True,27.455578388497557,4.298066299752566,1579.2776338907372
84,2023-05-29,Grocery,Pants,23,157.48685144745835,False,False,47.696707493183055,3.773427913300579,3622.197583291542
30,2023-07-24,Clothing,Produce,1,150.3433062209406,False,False,30.048799330573328,4.754501688138719,150.3433062209406
62,2023-04-28,Grocery,Dairy,33,181.51886008833836,False,False,78.3968141459048,2.6216887009319585,5990.122382915166
75,2023-03-30,Grocery,Furniture,26,82.12006760644982,True,False,55.07874156754547,3.1462924470324936,2135.1217577676953
92,2023-06-03,Clothing,Dairy,15,115.01500794624464,True,False,63.3973667686053,3.048178981077043,1725.2251191936696
89,2024-03-14,Clothing,Pants,22,178.99987423171353,False,True,30.542878799347562,4.3604273687734505,3937.997233097698
62,2023-06-16,Clothing,Dairy,25,198.80037225679996,False,False,72.47261710855966,3.661928870473221,4970.009306419999
97,2023-06-10,Clothing,TVs,1,194.01240066124421,True,False,88.15072683544723,2.537532601756664,194.01240066124421
1,2023-09-27,Clothing,Shirts,26,144.97955489740318,True,False,53.76696760445848,4.433591881072084,3769.4684273324824
27,2023-02-25,Clothing,Laptops,21,32.929373772985016,True,False,87.37201133534504,3.404507890256679,691.5168492326853
62,2023-08-16,Electronics,Furniture,41,9.521272299640186,False,False,22.430126568895197,3.151150896155703,390.3721642852476
77,2023-12-03,Grocery,Shirts,24,165.91757949857364,False,False,22.50058996700488,2.9567942051993827,3982.0219079657672
3,2023-05-29,Grocery,Produce,39,168.98369477590595,False,False,87.2009037531574,4.865030466813923,6590.364096260332
70,2023-02-15,Clothing,Shirts,16,150.54037711137656,False,False,69.01859182017196,4.8550950690986685,2408.646033782025
72,2023-05-24,Home Goods,Pants,32,59.58507976984792,True,False,33.20828089168033,2.6913822204542917,1906.7225526351335
27,2023-08-26,Clothing,Pants,16,129.76448262171272,True,False,45.47123593647984,3.0819183991323,2076.2317219474035
9,2023-09-29,Electronics,TVs,13,66.66844615397846,False,False,55.542714754972096,4.115298305207116,866.6898000017201
62,2023-04-30,Home Goods,Kitchenware,42,92.87640798968032,True,False,69.18464148981212,4.1760616459457855,3900.8091355665733
37,2023-12-06,Electronics,Shirts,32,79.57484157119954,False,False,78.94185921226607,3.5441793596107853,2546.3949302783853
97,2024-02-17,Home Goods,Dairy,41,183.15981692406083,True,False,25.785948329923627,3.921274644530536,7509.552493886495
51,2023-08-08,Home Goods,Shirts,44,50.66067949505574,False,False,65.96018864422396,4.256576458024153,2229.0698977824527
44,2023-01-08,Clothing,Pants,24,117.63412639188128,False,True,53.369798954656005,4.876273010170915,2823.2190334051506
24,2023-12-10,Electronics,Kitchenware,13,75.39139816160254,True,False,61.83355928101196,4.3127735031669525,980.088176100833
79,2024-01-22,Home Goods,Produce,11,134.298866823274,True,False,55.597212462791155,2.775676577389711,1477.2875350560141
59,2023-10-02,Electronics,Produce,15,115.08981252960761,True,True,51.54851353566186,4.294616535432021,1726.3471879441142
32,2023-12-19,Clothing,Laptops,10,185.1756478663584,True,False,34.38589573258013,2.669315821347852,1851.756478663584
96,2023-03-07,Clothing,Dairy,42,24.81436958173657,True,False,53.063513865128535,3.7562680925193477,1042.203522432936
88,2023-03-20,Clothing,Dairy,41,48.024963752568866,False,False,33.27585966292387,3.81723810230723,1969.0235138553235
52,2023-03-27,Clothing,Produce,3,154.4378529470559,False,False,23.12280409194013,4.44566176426518,463.31355884116766
62,2023-05-04,Grocery,Shirts,16,76.91343377949447,False,True,46.16771436636155,2.5288966235130825,1230.6149404719115
58,2023-07-21,Home Goods,TVs,44,37.327838314601166,True,False,21.746901712465284,4.686880167750672,1642.4248858424512
52,2023-05-30,Grocery,Produce,17,103.1476455528506,False,True,59.37814741153998,4.159711824270075,1753.5099743984604
12,2023-02-15,Clothing,Dairy,25,132.1677020142203,True,False,25.06747173381241,2.5779771249554697,3304.1925503555076
39,2023-04-23,Home Goods,Dairy,30,13.741209259932226,True,False,50.628754960081565,2.900075689856949,412.2362777979668
2,2023-04-01,Home Goods,Pants,47,61.866268426651715,True,False,88.60999861626593,2.598793824942131,2907.7146160526304
3,2023-05-21,Electronics,Pants,35,162.83739485072837,False,False,20.69170644332566,4.414849001128514,5699.308819775493
56,2023-10-16,Clothing,Laptops,37,106.44769048898787,False,False,45.67981973594088,2.927262731021659,3938.5645480925514
81,2024-01-24,Grocery,Kitchenware,13,11.898946958797397,True,False,67.12839991726304,2.6139999591663057,154.68631046436616
59,2023-08-06,Electronics,Laptops,24,59.98044602856667,False,False,31.124183323393417,2.844969329562401,1439.5307046856
2,2023-03-18,Home Goods,Shirts,38,129.63242791598717,False,False,59.25135490990829,3.8988925098023666,4926.032260807512
2,2024-02-15,Grocery,Produce,26,43.87509656771483,True,False,38.07332510309359,3.738716313164967,1140.7525107605854
92,2024-01-12,Clothing,Produce,9,166.3413242127858,True,False,35.593808410895804,3.115643382477301,1497.0719179150722
54,2024-01-19,Grocery,Laptops,19,136.93230188131452,False,False,82.64884855221662,4.857338201835323,2601.7137357449756
87,2023-11-30,Grocery,Produce,28,96.91891688481967,False,False,34.22963352861122,4.637022164213281,2713.729672774951
96,2023-06-01,Grocery,Shirts,7,183.54663730802307,True,False,46.358619753571176,3.2861523490547437,1284.8264611561615
97,2023-11-19,Electronics,TVs,45,81.40115033030904,False,False,31.871825341219,3.686429829928895,3663.0517648639066
1,2023-08-27,Home Goods,Kitchenware,22,50.83931505999663,False,False,39.872141782760224,3.7920579806879924,1118.4649313199259
19,2023-04-25,Grocery,Pants,30,133.97358354270668,False,False,40.51746760856636,4.390439437286077,4019.2075062812005
2,2023-11-15,Home Goods,Shirts,37,116.79256155667896,True,False,42.87411166299466,3.5698663871019853,4321.324777597121
53,2024-01-04,Electronics,Produce,16,70.3733406815889,True,True,64.87468557787076,3.8661769133116204,1125.9734509054224
44,2023-04-04,Clothing,Shirts,36,72.01458945817555,True,False,71.98149201780743,3.5314139106981237,2592.52522049432
90,2023-02-17,Clothing,Pants,5,82.65101018364984,False,False,55.746880367186684,4.407052028077775,413.25505091824925
32,2023-07-10,Grocery,Furniture,29,61.77202065847701,True,False,62.73331866446188,3.8898349652200093,1791.3885990958333
70,2023-01-12,Electronics,Dairy,23,143.49707424037987,True,False,76.92881228883249,4.569451525359595,3300.432707528737
32,2023-06-05,Clothing,Pants,6,132.01488898498505,False,False,89.96924629382934,2.6343394718242954,792.0893339099102
68,2023-06-21,Electronics,Dairy,36,90.95164224654657,False,False,51.955419044060605,4.7607659018951365,3274.2591208756767
55,2024-03-02,Electronics,Pants,33,82.58166177695125,False,False,85.5504146914852,4.5484761124425575,2725.1948386393915
75,2024-02-05,Grocery,Furniture,49,76.18499752514249,False,False,54.325906511995456,4.546261740361505,3733.064878731982
