session_id,user_id,timestamp,device_type,action,price,product_category,purchase
155,554,2023-09-08 07:54:42,Tablet,browse,914.42,home,0
156,461,2023-11-30 02:32:51,Mobile,add_to_cart,426.48,electronics,1
157,691,2023-05-10 01:01:36,Tablet,browse,17.4,fashion,0
158,575,2023-10-20 05:34:18,Desktop,browse,490.6,home,0
159,743,2023-01-20 05:38:33,Desktop,click,1024.35,electronics,0
160,241,2023-10-09 05:19:09,Mobile,purchase,766.12,books,1
161,564,2023-10-12 14:52:01,Desktop,browse,902.49,books,0
162,96,2023-01-01 12:42:20,Desktop,browse,1961.49,home,0
163,734,2023-04-29 01:22:36,Mobile,add_to_cart,707.04,books,0
164,485,2023-02-04 21:02:11,Mobile,browse,909.84,electronics,0
165,407,2023-07-17 22:56:52,Desktop,browse,275.7,home,0
166,231,2023-09-02 18:30:41,Desktop,click,105.44,books,0
167,749,2023-02-28 17:43:31,Desktop,browse,1553.06,books,0
168,655,2023-11-21 14:29:20,Desktop,purchase,1145.66,fashion,1
169,171,2023-06-10 14:15:13,Desktop,add_to_cart,1523.8,fashion,0
170,541,2023-06-28 17:33:52,Desktop,click,308.23,home,0
171,36,2023-07-25 04:16:57,Desktop,purchase,1147.94,fashion,1
172,525,2023-01-12 06:52:09,Tablet,click,514.75,electronics,0
173,160,2023-10-03 08:21:39,Mobile,browse,463.84,books,0
174,699,2023-06-30 08:19:21,Mobile,browse,32.94,books,0
175,243,2023-08-30 03:30:02,Desktop,click,269.38,books,0
176,86,2023-08-04 02:34:16,Desktop,browse,625.44,home,0
177,796,2023-09-08 23:55:20,Desktop,purchase,242.59,home,1
178,578,2023-10-26 09:38:01,Desktop,add_to_cart,1971.86,fashion,0
179,682,2023-05-06 17:59:49,Desktop,browse,624.18,books,0
180,557,2023-08-05 12:02:41,Mobile,click,269.34,books,1
181,574,2023-11-02 17:55:03,Mobile,add_to_cart,406.17,books,0
182,646,2023-10-12 09:35:40,Mobile,purchase,1179.53,books,1
183,796,2023-07-04 07:22:16,Desktop,add_to_cart,137.45,books,1
184,28,2023-02-08 23:31:40,Tablet,click,1726.24,electronics,1
185,620,2023-08-11 17:30:43,Desktop,add_to_cart,1923.38,books,0
186,556,2023-07-03 21:48:52,Desktop,click,501.03,electronics,0
187,340,2023-06-27 15:42:55,Desktop,click,905.69,books,0
188,798,2023-10-21 00:47:51,Mobile,browse,54.05,home,0
189,331,2023-12-06 12:46:42,Tablet,browse,1285.01,home,0
190,640,2023-05-31 13:50:12,Desktop,click,833.71,electronics,0
191,506,2023-05-06 06:17:06,Mobile,browse,547.42,books,0
192,348,2023-10-28 16:39:39,Mobile,browse,421.61,home,0
193,473,2023-11-04 21:07:37,Desktop,add_to_cart,1311.51,home,0
194,231,2023-12-02 18:31:08,Desktop,browse,838.27,books,0
195,190,2023-08-22 22:14:30,Desktop,click,367.52,books,0
196,225,2023-01-08 11:56:38,Tablet,click,1381.33,home,0
197,385,2023-12-07 17:43:34,Desktop,purchase,1134.49,books,1
198,377,2023-05-09 12:40:07,Mobile,click,1718.76,fashion,1
199,283,2023-09-21 02:10:12,Desktop,browse,243.78,books,0
200,633,2023-06-06 17:10:44,Mobile,click,1573.48,home,1
201,628,2023-12-18 19:28:13,Desktop,add_to_cart,1350.3,home,0
202,745,2023-12-24 00:36:19,Mobile,purchase,238.87,electronics,1
203,259,2023-01-05 12:09:58,Mobile,click,1392.69,fashion,0
204,359,2023-03-27 20:43:21,Mobile,browse,888.68,home,0
205,710,2023-06-24 02:17:55,Mobile,purchase,1890.52,fashion,1
206,456,2023-10-17 14:02:54,Desktop,browse,291.81,books,0
207,411,2023-07-12 13:17:37,Mobile,click,1289.24,home,0
208,649,2023-11-07 05:45:00,Desktop,click,770.14,electronics,0
209,318,2023-04-29 10:57:44,Desktop,browse,1914.06,home,0
210,677,2023-08-06 11:45:51,Mobile,browse,666.65,electronics,0
211,225,2023-04-24 22:55:34,Desktop,browse,1924.75,fashion,0
212,234,2023-05-25 03:51:09,Mobile,click,1803.96,electronics,0
213,684,2023-01-26 16:45:15,Tablet,purchase,548.06,books,1
214,664,2023-05-16 05:49:14,Desktop,browse,1609.05,books,0
215,374,2023-10-30 08:45:55,Mobile,add_to_cart,1991.25,books,1
216,672,2023-08-20 17:35:53,Desktop,browse,512.8,home,0
217,608,2023-03-17 22:49:50,Desktop,click,879.19,books,0
218,472,2023-11-24 12:30:26,Desktop,browse,1045.16,books,0
219,233,2023-12-11 13:02:56,Tablet,purchase,596.91,home,1
220,692,2023-10-29 22:22:58,Mobile,add_to_cart,40.38,fashion,0
221,113,2023-10-16 12:31:35,Tablet,click,448.06,books,0
222,497,2023-01-01 03:57:50,Tablet,add_to_cart,571.05,books,0
223,442,2023-05-27 08:35:08,Desktop,click,892.76,home,0
224,564,2023-10-14 04:18:43,Desktop,purchase,350.49,fashion,1
225,268,2023-05-22 17:20:33,Mobile,add_to_cart,1747.78,fashion,1
226,510,2023-02-22 13:04:28,Desktop,purchase,1412.77,fashion,1
227,386,2023-10-31 05:33:11,Desktop,click,179.55,home,0
228,387,2023-03-10 02:59:35,Desktop,browse,1303.68,electronics,0
229,113,2023-12-27 21:36:41,Mobile,click,1310.78,electronics,0
230,613,2023-03-31 23:36:35,Mobile,browse,1912.88,books,1
231,625,2023-08-08 17:00:50,Desktop,click,16.01,books,0
232,81,2023-07-11 04:37:53,Desktop,click,503.39,books,0
233,699,2023-03-04 07:30:56,Mobile,click,1856.31,electronics,1
234,113,2023-03-14 01:50:14,Mobile,browse,1864.95,home,0
235,2,2023-06-10 02:03:35,Desktop,browse,1443.97,books,0
236,642,2023-06-18 12:11:24,Mobile,click,1533.87,home,0
237,220,2023-03-30 04:42:44,Desktop,purchase,192.05,books,1
238,566,2023-06-25 10:28:46,Desktop,browse,1032.61,home,0
239,736,2023-09-26 10:17:24,Mobile,click,470.85,home,0
240,225,2023-03-14 15:52:29,Mobile,add_to_cart,370.62,electronics,1
241,385,2023-09-02 10:25:44,Desktop,click,1622.5,home,0
242,403,2023-03-18 13:52:56,Mobile,browse,278.73,fashion,0
243,638,2023-06-08 08:57:32,Mobile,click,942.62,electronics,0
244,130,2023-11-20 01:03:52,Mobile,browse,1877.77,books,1
245,53,2023-04-08 22:20:37,Mobile,purchase,379.81,electronics,1
246,684,2023-04-12 09:29:08,Mobile,browse,1956.21,fashion,0
247,730,2023-05-12 17:00:40,Desktop,browse,1988.63,fashion,0
248,672,2023-04-12 23:37:56,Desktop,browse,1115.68,home,0
249,710,2023-01-19 21:25:16,Desktop,browse,348.58,fashion,0
250,416,2023-03-23 14:50:59,Desktop,add_to_cart,639.05,fashion,1
251,247,2023-10-06 10:40:02,Mobile,browse,854.74,fashion,0
252,439,2023-12-05 16:02:07,Mobile,browse,625.56,fashion,0
253,203,2023-12-31 10:42:58,Desktop,click,568.46,books,0
254,184,2023-11-27 06:11:58,Desktop,browse,1944.74,books,0
255,123,2023-05-09 21:01:55,Desktop,browse,315.2,electronics,0
256,401,2023-12-10 21:36:27,Desktop,add_to_cart,1469.32,home,0
257,767,2023-11-06 23:37:09,Mobile,add_to_cart,10.82,books,0
258,294,2023-03-30 05:41:06,Desktop,purchase,1196.4,fashion,1
259,280,2023-08-01 12:37:55,Mobile,add_to_cart,1832.73,home,1
260,610,2023-05-23 16:42:22,Tablet,click,582.99,books,0
261,198,2023-03-06 23:39:20,Desktop,browse,379.2,electronics,0
262,511,2023-03-17 07:22:44,Desktop,add_to_cart,1306.84,fashion,1
263,752,2023-07-18 06:13:32,Desktop,add_to_cart,1428.08,home,0
264,144,2023-05-23 14:10:01,Mobile,add_to_cart,1379.18,books,0
265,609,2023-11-12 16:00:49,Mobile,click,645.44,home,0
266,201,2023-04-03 16:55:57,Desktop,browse,511.88,books,0
267,124,2023-11-01 09:51:57,Mobile,add_to_cart,1912.28,electronics,1
268,187,2023-08-12 03:39:16,Mobile,add_to_cart,1847.37,fashion,0
269,326,2023-10-18 06:24:24,Desktop,purchase,920.06,electronics,1
270,464,2023-04-12 07:08:31,Desktop,browse,1693.93,fashion,0
271,349,2023-09-24 08:21:46,Mobile,browse,910.12,fashion,0
272,771,2023-12-21 18:10:58,Mobile,browse,854.53,home,0
273,660,2023-04-20 04:36:29,Mobile,add_to_cart,321.96,books,1
274,764,2023-11-26 02:00:14,Mobile,browse,858.55,electronics,0
275,403,2023-09-22 23:48:51,Mobile,browse,1079.46,electronics,0
276,346,2023-01-03 07:32:07,Desktop,purchase,54.78,electronics,1
277,511,2023-03-26 01:25:41,Mobile,browse,893.78,home,0
278,147,2023-10-09 08:01:24,Tablet,add_to_cart,1564.9,home,0
279,148,2023-11-24 00:45:08,Mobile,browse,1363.29,home,0
280,711,2023-10-31 05:06:15,Desktop,add_to_cart,1273.96,fashion,1
281,489,2023-04-27 04:11:28,Desktop,click,1820.02,electronics,0
282,640,2023-08-09 16:00:15,Desktop,purchase,45.88,fashion,1
283,551,2023-06-03 12:30:46,Desktop,purchase,1118.52,electronics,1
284,338,2023-06-02 02:46:54,Desktop,browse,1576.82,electronics,0
285,641,2023-01-12 17:53:45,Mobile,browse,1087.26,books,0
286,779,2023-05-13 00:54:33,Mobile,browse,654.55,electronics,0
287,473,2023-10-31 13:05:35,Desktop,click,281.14,home,0
288,151,2023-10-20 08:34:41,Mobile,add_to_cart,1776.25,home,1
289,415,2023-10-27 21:41:17,Desktop,click,946.82,home,0
290,298,2023-08-16 02:25:12,Desktop,click,1757.45,books,0
291,611,2023-09-28 20:45:04,Desktop,browse,1175.85,books,0
292,263,2023-02-12 14:41:14,Mobile,add_to_cart,1351.64,fashion,1
293,764,2023-12-09 19:11:27,Desktop,purchase,1610.48,electronics,1
294,144,2023-11-22 03:24:57,Desktop,browse,1321.72,electronics,0
295,346,2023-10-29 07:32:08,Desktop,click,802.13,home,0
296,624,2023-12-30 18:59:28,Mobile,browse,1032.13,home,1
297,572,2023-01-21 21:55:58,Desktop,click,1608.06,home,0
298,2,2023-04-17 09:08:40,Mobile,click,753.56,home,0
299,304,2023-12-02 03:05:56,Mobile,browse,782.36,home,0
300,254,2023-10-30 03:05:08,Mobile,click,200.42,home,0
301,652,2023-04-27 08:50:45,Tablet,browse,1830.02,electronics,0
302,453,2023-05-04 00:46:40,Desktop,click,191.16,books,0
303,37,2023-10-08 11:51:52,Desktop,click,1299.94,home,1
304,160,2023-10-19 00:43:30,Mobile,browse,832.26,electronics,0
305,9,2023-07-22 21:33:23,Desktop,add_to_cart,817.18,home,0
306,233,2023-02-20 09:24:32,Mobile,add_to_cart,1362.31,fashion,0
307,99,2023-09-28 02:58:48,Mobile,browse,143.52,fashion,1
308,659,2023-11-20 05:43:03,Mobile,browse,1191.47,electronics,0
309,208,2023-10-04 23:49:34,Tablet,add_to_cart,1546.34,books,1
310,131,2023-05-21 02:01:03,Tablet,purchase,1658.14,fashion,1
311,404,2023-10-02 18:44:10,Mobile,browse,349.36,fashion,0
312,152,2023-10-17 05:24:16,Desktop,browse,1795.86,books,0
313,54,2023-11-30 18:19:02,Mobile,browse,1315.73,fashion,0
314,120,2023-02-21 03:48:09,Desktop,click,1764.89,home,0
315,673,2023-01-27 09:08:54,Desktop,browse,975.71,books,0
316,628,2023-06-06 09:14:36,Mobile,browse,1088.65,fashion,0
317,587,2023-08-27 05:31:13,Desktop,click,1838.89,books,0
318,625,2023-06-05 03:37:30,Desktop,click,1800.82,home,1
319,420,2023-10-18 18:23:36,Desktop,browse,901.84,fashion,0
320,422,2023-05-16 23:27:24,Mobile,click,556.08,electronics,1
321,104,2023-05-24 23:20:40,Mobile,click,792.41,fashion,0
322,254,2023-04-16 06:00:44,Mobile,browse,781.65,fashion,0
323,227,2023-06-07 17:13:41,Desktop,browse,580.87,home,0
324,112,2023-05-26 10:18:45,Mobile,add_to_cart,544.47,electronics,0
325,510,2023-01-02 18:34:59,Mobile,browse,1723.52,electronics,0
326,473,2023-03-18 11:44:51,Desktop,add_to_cart,149.03,electronics,0
327,99,2023-05-12 09:44:20,Desktop,purchase,1358.45,home,1
328,153,2023-03-31 00:25:38,Desktop,browse,353.91,home,0
329,338,2023-12-11 10:02:56,Tablet,browse,695.57,home,0
330,706,2023-12-16 11:32:00,Mobile,click,132.47,home,0
331,163,2023-09-20 07:07:55,Tablet,add_to_cart,547.25,home,0
332,720,2023-12-17 05:04:47,Desktop,purchase,1539.16,electronics,1
333,681,2023-04-18 00:02:54,Mobile,add_to_cart,1771.18,books,0
334,161,2023-03-15 09:43:18,Mobile,browse,450.84,home,0
335,580,2023-02-08 14:48:32,Mobile,click,932.46,books,0
336,398,2023-06-08 03:21:52,Tablet,click,945.94,fashion,0
337,277,2023-03-12 20:53:45,Desktop,click,1748.41,fashion,0
338,504,2023-11-08 12:26:54,Desktop,browse,1527.97,home,0
339,392,2023-08-29 23:38:11,Mobile,browse,1031.02,fashion,0
340,135,2023-10-25 14:05:19,Mobile,add_to_cart,1344.79,books,0
341,195,2023-02-05 09:25:19,Mobile,click,1696.24,fashion,0
342,401,2023-03-25 20:19:15,Desktop,browse,28.98,fashion,0
343,640,2023-09-20 19:52:49,Mobile,browse,811.75,books,0
344,33,2023-11-06 11:28:48,Desktop,add_to_cart,1815.41,fashion,0
345,688,2023-06-21 19:34:42,Desktop,add_to_cart,1483.22,home,0
346,460,2023-06-22 06:50:18,Mobile,browse,1090.25,books,0
347,470,2023-12-28 09:37:55,Mobile,browse,1063.99,books,0
348,375,2023-02-16 05:15:19,Desktop,browse,702.06,electronics,0
349,22,2023-05-21 01:09:33,Desktop,purchase,1045.84,electronics,1
350,750,2023-04-28 07:20:00,Desktop,click,1314.21,books,0
351,670,2023-10-04 14:00:45,Desktop,click,842.54,books,0
352,38,2023-08-02 19:31:45,Mobile,click,1431.16,electronics,0
353,230,2023-08-08 10:26:04,Tablet,browse,1723.85,home,0
354,365,2023-01-26 12:43:34,Desktop,add_to_cart,317.82,fashion,0
355,563,2023-01-09 22:09:07,Mobile,click,908.58,fashion,0
356,438,2023-09-28 07:46:02,Mobile,browse,821.96,fashion,1
357,776,2023-01-10 23:34:52,Mobile,browse,1378.05,books,0
358,283,2023-05-01 23:50:42,Desktop,click,507.24,home,1
359,27,2023-05-05 19:35:33,Tablet,purchase,1284.1,electronics,1
360,226,2023-06-19 15:36:24,Desktop,browse,1756.2,home,0
361,277,2023-03-13 23:01:52,Desktop,add_to_cart,842.08,home,1
362,798,2023-06-01 02:56:18,Desktop,add_to_cart,1822.92,fashion,0
363,609,2023-07-27 05:10:24,Desktop,browse,1986.4,electronics,0
364,284,2023-02-18 10:53:14,Desktop,browse,221.12,home,0
365,481,2023-06-03 00:06:29,Desktop,browse,473.78,electronics,0
366,453,2023-12-13 18:43:11,Desktop,add_to_cart,1901.26,books,1
367,659,2023-10-20 03:49:54,Mobile,browse,1917.07,fashion,0
368,516,2023-03-09 16:06:42,Mobile,browse,204.44,electronics,0
369,547,2023-02-19 09:52:11,Desktop,click,39.85,books,0
370,192,2023-06-01 14:40:15,Mobile,add_to_cart,330.59,books,0
371,49,2023-01-19 01:23:06,Mobile,browse,1992.07,books,0
372,512,2023-04-10 08:58:18,Mobile,click,368.2,home,0
373,17,2023-03-01 00:24:41,Desktop,click,1010.07,home,0
374,172,2023-06-16 15:40:08,Mobile,click,1698.35,fashion,0
375,220,2023-07-21 19:14:27,Tablet,add_to_cart,50.6,fashion,0
376,158,2023-12-11 04:40:35,Mobile,browse,1212.93,books,0
377,477,2023-05-26 07:43:18,Desktop,add_to_cart,561.28,fashion,0
378,46,2023-06-13 18:01:27,Mobile,click,1726.05,home,1
379,373,2023-08-30 05:24:37,Mobile,click,574.09,fashion,0
380,518,2023-03-10 04:47:46,Mobile,click,1376.64,electronics,0
381,99,2023-06-24 23:58:48,Desktop,click,1351.7,home,0
382,745,2023-02-18 23:53:08,Desktop,browse,450.77,books,0
383,37,2023-04-18 12:05:26,Mobile,click,79.25,books,0
384,280,2023-08-14 03:18:09,Mobile,click,824.41,fashion,0
385,349,2023-06-10 06:45:35,Desktop,click,585.49,home,0
386,497,2023-04-29 03:07:34,Tablet,browse,1619.87,books,0
387,302,2023-05-29 03:10:42,Desktop,purchase,1602.72,books,1
388,181,2023-05-30 12:51:29,Mobile,click,919.48,home,0
389,607,2023-10-20 14:55:47,Mobile,browse,1216.96,home,0
390,99,2023-05-23 10:22:07,Mobile,click,1212.48,books,0
391,700,2023-06-09 04:29:59,Tablet,add_to_cart,1656.04,fashion,0
392,116,2023-01-11 20:13:47,Desktop,add_to_cart,855.75,fashion,1
393,191,2023-05-18 00:01:52,Mobile,click,558.14,fashion,0
394,253,2023-03-19 05:26:21,Desktop,add_to_cart,537.42,electronics,0
395,161,2023-03-18 16:35:22,Mobile,browse,1077.02,home,0
396,256,2023-09-11 04:35:23,Mobile,click,903.8,books,0
397,323,2023-09-15 18:36:00,Mobile,add_to_cart,885.84,electronics,0
398,128,2023-11-16 05:25:52,Desktop,add_to_cart,191.36,fashion,1
