order_id,customer_id,order_date,product_id,quantity,price,category
ORD000067,CUST24,2022-07-21,PROD62,7,199.97,Health & Beauty
ORD000068,CUST43,2023-01-28,PROD25,9,81.02,Health & Beauty
ORD000069,CUST76,2022-06-28,PROD31,6,89.07,Electronics
ORD000070,CUST134,2024-08-31,PROD22,7,352.84,Home & Garden
ORD000071,CUST4,2022-05-08,PROD46,8,112.6,Electronics
ORD000072,CUST127,2024-08-20,PROD100,5,366.12,Home & Garden
ORD000073,CUST85,2022-04-11,PROD76,2,418.58,Electronics
ORD000074,CUST184,2024-08-16,PROD35,7,74.83,Groceries
ORD000075,CUST193,2023-03-19,PROD100,9,196.12,Groceries
ORD000076,CUST46,2023-10-05,PROD8,6,177.48,Clothing
ORD000077,CUST86,2022-03-27,PROD49,1,391.74,Groceries
ORD000078,CUST69,2023-10-05,PROD92,8,324.65,Electronics
ORD000079,CUST195,2022-11-14,PROD56,3,480.02,Health & Beauty
ORD000080,CUST123,2022-10-17,PROD37,4,213.92,Groceries
ORD000081,CUST124,2023-06-16,PROD17,2,145.0,Groceries
ORD000082,CUST108,2022-01-19,PROD88,8,474.88,Health & Beauty
ORD000083,CUST124,2024-02-14,PROD56,7,498.18,Groceries
ORD000084,CUST177,2022-02-17,PROD22,8,452.66,Electronics
ORD000085,CUST160,2023-09-26,PROD50,4,475.75,Electronics
ORD000086,CUST19,2023-05-18,PROD82,6,188.29,Clothing
ORD000087,CUST89,2023-05-19,PROD44,5,342.96,Home & Garden
ORD000088,CUST170,2024-07-18,PROD72,8,318.81,Groceries
ORD000089,CUST130,2023-04-11,PROD51,9,345.68,Electronics
ORD000090,CUST27,2023-08-12,PROD47,2,282.11,Groceries
ORD000091,CUST152,2024-07-06,PROD35,8,76.98,Health & Beauty
ORD000092,CUST146,2024-05-28,PROD82,3,353.76,Electronics
ORD000093,CUST156,2024-07-08,PROD13,3,323.28,Health & Beauty
ORD000094,CUST114,2023-04-18,PROD84,9,474.74,Electronics
ORD000095,CUST180,2022-06-08,PROD92,4,289.41,Home & Garden
ORD000096,CUST30,2023-02-28,PROD29,2,375.05,Health & Beauty
ORD000097,CUST127,2022-09-12,PROD83,7,449.54,Electronics
ORD000098,CUST149,2024-09-18,PROD18,2,173.47,Home & Garden
ORD000099,CUST161,2022-06-22,PROD65,2,438.57,Home & Garden
ORD000100,CUST88,2024-05-21,PROD62,6,103.12,Clothing
ORD000101,CUST129,2023-06-17,PROD82,9,476.15,Clothing
ORD000102,CUST197,2023-07-24,PROD75,5,267.68,Home & Garden
ORD000103,CUST27,2024-02-16,PROD27,3,419.56,Electronics
ORD000104,CUST105,2022-01-22,PROD61,8,149.22,Electronics
ORD000105,CUST108,2022-07-14,PROD88,1,113.67,Home & Garden
ORD000106,CUST171,2023-10-09,PROD69,1,306.66,Electronics
ORD000107,CUST20,2022-03-19,PROD80,8,313.57,Electronics
ORD000108,CUST189,2022-11-01,PROD12,7,490.47,Clothing
ORD000109,CUST9,2024-08-12,PROD29,1,398.93,Health & Beauty
ORD000110,CUST132,2023-10-08,PROD56,9,31.13,Clothing
ORD000111,CUST151,2023-04-08,PROD83,9,426.52,Groceries
ORD000112,CUST59,2023-11-24,PROD17,6,492.16,Clothing
ORD000113,CUST168,2023-05-28,PROD30,4,219.48,Groceries
ORD000114,CUST110,2024-09-11,PROD65,6,472.76,Clothing
ORD000115,CUST148,2022-09-27,PROD15,5,496.35,Health & Beauty
ORD000116,CUST183,2023-05-23,PROD62,9,456.33,Health & Beauty
ORD000117,CUST144,2024-03-29,PROD72,7,292.19,Health & Beauty
ORD000118,CUST18,2023-03-24,PROD71,8,84.04,Groceries
ORD000119,CUST36,2022-12-15,PROD95,9,337.44,Clothing
ORD000120,CUST183,2024-09-11,PROD23,2,95.19,Groceries
ORD000121,CUST106,2023-08-28,PROD98,8,54.49,Home & Garden
ORD000122,CUST85,2024-04-15,PROD30,6,144.94,Home & Garden
ORD000123,CUST152,2023-11-18,PROD56,1,392.46,Groceries
ORD000124,CUST73,2023-04-11,PROD86,8,139.1,Health & Beauty
ORD000125,CUST45,2024-03-01,PROD88,4,105.72,Groceries
ORD000126,CUST96,2023-10-30,PROD98,5,229.53,Clothing
ORD000127,CUST28,2022-09-06,PROD97,8,395.01,Clothing
ORD000128,CUST45,2024-01-07,PROD84,4,18.51,Clothing
ORD000129,CUST95,2023-09-24,PROD80,1,457.55,Health & Beauty
ORD000130,CUST153,2022-10-06,PROD87,8,141.09,Home & Garden
ORD000131,CUST45,2024-01-23,PROD16,5,218.39,Home & Garden
ORD000132,CUST46,2022-05-07,PROD35,7,156.6,Electronics
ORD000133,CUST70,2022-10-27,PROD96,9,262.89,Home & Garden
ORD000134,CUST170,2024-03-14,PROD96,1,106.69,Home & Garden
ORD000135,CUST32,2023-09-02,PROD81,5,336.22,Home & Garden
ORD000136,CUST145,2023-08-01,PROD90,3,493.59,Electronics
ORD000137,CUST152,2024-09-16,PROD93,3,257.69,Home & Garden
ORD000138,CUST100,2022-09-15,PROD33,6,29.59,Clothing
ORD000139,CUST58,2024-01-18,PROD1,4,244.34,Clothing
ORD000140,CUST166,2024-09-05,PROD41,2,61.06,Groceries
ORD000141,CUST195,2024-02-23,PROD75,8,290.74,Electronics
ORD000142,CUST150,2024-04-26,PROD97,4,381.68,Health & Beauty
ORD000143,CUST48,2023-12-07,PROD99,4,308.96,Home & Garden
ORD000144,CUST62,2022-09-24,PROD76,3,206.13,Health & Beauty
ORD000145,CUST111,2024-05-24,PROD21,1,330.39,Groceries
ORD000146,CUST37,2024-06-28,PROD50,5,406.37,Home & Garden
ORD000147,CUST81,2024-06-24,PROD79,8,204.33,Home & Garden
ORD000148,CUST188,2022-12-15,PROD5,9,121.44,Groceries
ORD000149,CUST175,2024-01-28,PROD93,1,167.03,Groceries
ORD000150,CUST47,2022-09-02,PROD9,8,331.56,Home & Garden
ORD000151,CUST109,2024-08-15,PROD47,7,400.97,Groceries
ORD000152,CUST88,2023-06-27,PROD24,3,341.96,Electronics
ORD000153,CUST191,2022-08-03,PROD67,7,116.04,Home & Garden
ORD000154,CUST153,2023-12-12,PROD77,6,291.48,Health & Beauty
ORD000155,CUST48,2024-05-06,PROD29,8,485.76,Groceries
ORD000156,CUST36,2022-01-14,PROD60,9,297.8,Clothing
ORD000157,CUST158,2024-03-09,PROD96,5,438.32,Clothing
ORD000158,CUST31,2023-07-03,PROD90,5,35.7,Electronics
ORD000159,CUST117,2024-08-21,PROD28,1,66.47,Health & Beauty
ORD000160,CUST170,2024-05-11,PROD8,7,241.73,Home & Garden
ORD000161,CUST108,2024-09-24,PROD47,7,31.0,Clothing
ORD000162,CUST143,2022-11-22,PROD89,5,221.03,Health & Beauty
ORD000163,CUST143,2022-02-03,PROD74,9,197.06,Clothing
ORD000164,CUST57,2023-08-05,PROD58,7,276.77,Groceries
ORD000165,CUST79,2023-10-22,PROD10,4,215.23,Home & Garden
ORD000166,CUST64,2022-12-15,PROD41,1,495.92,Home & Garden
ORD000167,CUST174,2022-06-13,PROD3,2,409.43,Health & Beauty
ORD000168,CUST69,2023-09-27,PROD85,6,395.74,Clothing
ORD000169,CUST141,2024-05-23,PROD17,1,186.44,Health & Beauty
ORD000170,CUST136,2022-10-22,PROD30,2,51.69,Electronics
ORD000171,CUST85,2024-09-30,PROD79,6,216.29,Home & Garden
ORD000172,CUST100,2024-01-20,PROD93,2,89.51,Home & Garden
ORD000173,CUST108,2022-02-08,PROD88,7,220.36,Home & Garden
ORD000174,CUST68,2023-06-05,PROD16,2,472.15,Home & Garden
ORD000175,CUST9,2023-12-16,PROD90,7,155.81,Clothing
ORD000176,CUST187,2022-03-31,PROD65,6,46.19,Groceries
ORD000177,CUST37,2024-07-20,PROD20,1,124.54,Electronics
ORD000178,CUST27,2023-07-16,PROD20,9,223.64,Health & Beauty
ORD000179,CUST181,2022-05-17,PROD13,2,274.11,Health & Beauty
ORD000180,CUST20,2022-08-01,PROD52,3,192.65,Electronics
ORD000181,CUST110,2024-07-03,PROD34,2,463.61,Clothing
ORD000182,CUST65,2022-07-18,PROD3,9,49.51,Electronics
ORD000183,CUST196,2023-07-04,PROD53,7,405.99,Groceries
ORD000184,CUST138,2023-05-16,PROD66,4,63.49,Electronics
ORD000185,CUST29,2023-02-12,PROD85,9,142.82,Health & Beauty
ORD000186,CUST14,2023-05-27,PROD80,3,400.74,Electronics
ORD000187,CUST139,2022-04-03,PROD31,8,426.69,Home & Garden
ORD000188,CUST182,2022-10-10,PROD24,5,317.16,Groceries
ORD000189,CUST72,2022-04-11,PROD43,2,302.07,Home & Garden
ORD000190,CUST132,2023-03-10,PROD1,4,352.26,Home & Garden
ORD000191,CUST100,2022-10-28,PROD70,8,312.93,Groceries
ORD000192,CUST8,2022-07-31,PROD48,9,57.48,Health & Beauty
ORD000193,CUST6,2023-10-22,PROD32,2,477.58,Home & Garden
ORD000194,CUST115,2024-02-03,PROD71,5,327.67,Clothing
ORD000195,CUST108,2022-07-01,PROD23,2,465.98,Groceries
ORD000196,CUST51,2023-03-07,PROD30,7,457.97,Electronics
ORD000197,CUST178,2023-06-11,PROD77,1,59.1,Groceries
ORD000198,CUST118,2024-06-23,PROD50,9,162.72,Home & Garden
ORD000199,CUST170,2022-02-20,PROD25,7,436.66,Clothing
ORD000200,CUST179,2023-02-18,PROD1,8,82.3,Health & Beauty
ORD000201,CUST70,2023-02-21,PROD86,8,158.86,Home & Garden
ORD000202,CUST91,2023-06-28,PROD75,5,257.38,Groceries
ORD000203,CUST93,2024-06-11,PROD61,9,480.54,Clothing
ORD000204,CUST57,2022-05-19,PROD15,4,376.58,Groceries
ORD000205,CUST2,2022-08-14,PROD97,8,488.51,Electronics
ORD000206,CUST33,2024-07-11,PROD37,3,127.54,Health & Beauty
ORD000207,CUST152,2023-10-31,PROD46,6,186.96,Electronics
ORD000208,CUST36,2022-10-21,PROD76,1,29.67,Groceries
ORD000209,CUST178,2022-02-20,PROD80,9,458.25,Clothing
ORD000210,CUST63,2024-05-30,PROD36,4,154.3,Health & Beauty
ORD000211,CUST125,2023-11-26,PROD3,4,160.31,Clothing
ORD000212,CUST158,2022-01-28,PROD64,1,119.29,Clothing
ORD000213,CUST51,2022-02-11,PROD16,2,129.09,Electronics
ORD000214,CUST193,2024-04-13,PROD5,1,485.68,Health & Beauty
ORD000215,CUST116,2024-05-20,PROD91,9,492.7,Home & Garden
ORD000216,CUST159,2022-08-26,PROD76,1,86.77,Electronics
ORD000217,CUST77,2022-01-15,PROD66,9,442.58,Health & Beauty
ORD000218,CUST149,2022-11-25,PROD12,1,445.09,Clothing
ORD000219,CUST186,2024-09-16,PROD86,9,458.94,Health & Beauty
ORD000220,CUST20,2023-08-19,PROD3,1,489.69,Clothing
ORD000221,CUST87,2024-02-07,PROD74,6,123.52,Clothing
ORD000222,CUST91,2022-07-31,PROD23,6,117.77,Health & Beauty
ORD000223,CUST185,2022-11-19,PROD65,1,167.22,Clothing
ORD000224,CUST115,2023-12-14,PROD93,8,366.93,Health & Beauty
ORD000225,CUST58,2022-11-05,PROD17,4,31.47,Home & Garden
ORD000226,CUST114,2022-08-01,PROD43,4,391.71,Groceries
ORD000227,CUST16,2022-05-23,PROD38,6,249.11,Clothing
ORD000228,CUST24,2024-07-21,PROD90,4,22.95,Groceries
ORD000229,CUST47,2022-02-04,PROD71,5,470.98,Clothing
ORD000230,CUST162,2023-09-06,PROD62,2,468.7,Clothing
ORD000231,CUST27,2023-06-30,PROD37,3,101.76,Clothing
ORD000232,CUST51,2023-11-21,PROD77,5,235.05,Home & Garden
ORD000233,CUST42,2022-02-22,PROD96,1,269.55,Home & Garden
ORD000234,CUST66,2024-01-17,PROD63,2,296.09,Groceries
ORD000235,CUST118,2024-08-10,PROD22,9,390.7,Electronics
ORD000236,CUST62,2023-10-14,PROD91,8,476.5,Groceries
ORD000237,CUST46,2022-12-11,PROD24,2,303.1,Health & Beauty
ORD000238,CUST40,2023-11-04,PROD17,7,45.68,Health & Beauty
ORD000239,CUST120,2022-08-20,PROD96,4,302.29,Groceries
ORD000240,CUST18,2023-03-13,PROD46,9,445.36,Clothing
ORD000241,CUST134,2024-08-14,PROD71,7,379.34,Clothing
ORD000242,CUST67,2023-07-11,PROD36,7,196.1,Health & Beauty
ORD000243,CUST102,2024-04-06,PROD97,5,131.77,Clothing
ORD000244,CUST154,2022-04-07,PROD97,3,497.75,Health & Beauty
ORD000245,CUST196,2022-11-03,PROD33,2,307.92,Health & Beauty
ORD000246,CUST28,2023-06-22,PROD90,2,362.86,Groceries
ORD000247,CUST77,2022-07-30,PROD39,7,210.08,Clothing
ORD000248,CUST25,2023-11-09,PROD46,1,107.39,Groceries
ORD000249,CUST30,2024-02-04,PROD52,6,149.68,Clothing
ORD000250,CUST58,2023-08-23,PROD83,1,227.87,Electronics
ORD000251,CUST19,2024-03-10,PROD58,5,124.8,Electronics
ORD000252,CUST10,2023-05-18,PROD97,2,170.91,Electronics
ORD000253,CUST10,2023-11-16,PROD9,7,299.18,Electronics
ORD000254,CUST42,2024-04-10,PROD13,1,363.46,Home & Garden
ORD000255,CUST26,2023-05-30,PROD98,5,193.0,Clothing
ORD000256,CUST147,2024-01-26,PROD71,9,70.31,Groceries
ORD000257,CUST66,2023-04-01,PROD26,9,82.25,Electronics
ORD000258,CUST7,2024-08-24,PROD95,1,339.35,Health & Beauty
ORD000259,CUST199,2022-08-13,PROD51,7,187.33,Electronics
ORD000260,CUST117,2022-03-18,PROD61,5,467.17,Groceries
ORD000261,CUST196,2024-08-12,PROD22,1,444.55,Health & Beauty
ORD000262,CUST120,2023-06-21,PROD18,5,14.0,Groceries
ORD000263,CUST7,2023-11-26,PROD42,2,409.16,Electronics
ORD000264,CUST25,2024-07-14,PROD21,1,117.4,Health & Beauty
ORD000265,CUST152,2022-02-23,PROD48,7,117.6,Clothing
ORD000266,CUST66,2023-03-31,PROD15,4,302.58,Groceries
ORD000267,CUST19,2022-09-23,PROD98,6,199.94,Electronics
ORD000268,CUST38,2022-03-21,PROD29,6,102.73,Clothing
ORD000269,CUST60,2023-11-25,PROD16,4,464.15,Home & Garden
ORD000270,CUST160,2023-12-21,PROD11,8,199.27,Groceries
ORD000271,CUST65,2022-08-27,PROD89,7,421.68,Electronics
ORD000272,CUST98,2022-11-19,PROD47,2,71.72,Clothing
ORD000273,CUST94,2023-03-04,PROD5,3,402.0,Electronics
ORD000274,CUST156,2023-07-02,PROD91,8,64.52,Health & Beauty
ORD000275,CUST7,2023-01-28,PROD11,2,416.61,Groceries
ORD000276,CUST155,2022-03-24,PROD12,4,43.34,Groceries
ORD000277,CUST17,2024-06-20,PROD35,7,470.86,Electronics
ORD000278,CUST89,2022-09-27,PROD46,7,95.86,Health & Beauty
ORD000279,CUST47,2023-12-29,PROD2,3,473.82,Electronics
ORD000280,CUST30,2023-09-13,PROD95,4,372.37,Electronics
ORD000281,CUST67,2023-10-09,PROD90,1,257.54,Electronics
ORD000282,CUST83,2023-01-29,PROD17,4,440.42,Clothing
ORD000283,CUST136,2022-12-09,PROD72,1,457.97,Health & Beauty
ORD000284,CUST1,2022-10-25,PROD26,3,284.14,Electronics
ORD000285,CUST68,2022-05-15,PROD90,9,411.1,Groceries
ORD000286,CUST135,2024-02-12,PROD62,4,255.41,Home & Garden
ORD000287,CUST15,2022-09-07,PROD41,5,246.21,Clothing
ORD000288,CUST115,2023-09-24,PROD16,7,76.15,Electronics
ORD000289,CUST173,2023-08-06,PROD16,3,26.53,Groceries
ORD000290,CUST98,2022-07-10,PROD54,8,367.25,Health & Beauty
ORD000291,CUST116,2022-06-10,PROD2,7,429.6,Clothing
ORD000292,CUST113,2023-03-08,PROD8,6,443.73,Electronics
ORD000293,CUST12,2023-05-07,PROD57,1,104.08,Groceries
ORD000294,CUST109,2022-08-27,PROD9,3,260.49,Electronics
ORD000295,CUST48,2022-05-01,PROD20,4,247.19,Health & Beauty
ORD000296,CUST44,2023-09-24,PROD25,4,10.5,Clothing
ORD000297,CUST62,2024-05-28,PROD68,5,372.9,Clothing
ORD000298,CUST13,2024-04-27,PROD48,9,116.6,Groceries
ORD000299,CUST126,2024-09-15,PROD1,8,285.01,Groceries
ORD000300,CUST195,2023-01-27,PROD39,2,389.24,Electronics
ORD000301,CUST173,2022-07-20,PROD6,4,331.73,Electronics
ORD000302,CUST67,2022-02-22,PROD41,3,203.66,Home & Garden
ORD000303,CUST39,2023-10-07,PROD97,6,276.45,Groceries
ORD000304,CUST32,2023-11-14,PROD40,1,292.9,Electronics
ORD000305,CUST47,2022-07-26,PROD32,2,325.23,Groceries
ORD000306,CUST62,2024-09-14,PROD16,9,241.9,Home & Garden
ORD000307,CUST104,2023-11-20,PROD79,5,6.1,Home & Garden
ORD000308,CUST181,2023-11-13,PROD6,8,98.34,Clothing
ORD000309,CUST79,2022-12-19,PROD44,8,415.86,Home & Garden
ORD000310,CUST100,2023-09-18,PROD29,4,473.2,Electronics
ORD000311,CUST36,2023-08-03,PROD34,2,356.46,Groceries
ORD000312,CUST173,2022-02-15,PROD78,3,311.33,Groceries
ORD000313,CUST161,2022-11-11,PROD69,7,255.1,Health & Beauty
ORD000314,CUST92,2022-05-12,PROD48,3,238.56,Clothing
ORD000315,CUST46,2022-03-05,PROD79,1,248.46,Home & Garden
ORD000316,CUST64,2022-09-13,PROD96,3,331.2,Clothing
ORD000317,CUST191,2023-08-10,PROD23,7,392.93,Clothing
ORD000318,CUST158,2022-07-05,PROD90,2,76.19,Groceries
ORD000319,CUST102,2023-09-17,PROD46,2,492.81,Home & Garden
ORD000320,CUST196,2023-12-22,PROD69,3,470.32,Home & Garden
ORD000321,CUST93,2024-09-26,PROD33,2,419.6,Home & Garden
ORD000322,CUST119,2022-03-25,PROD7,8,241.6,Electronics
ORD000323,CUST6,2023-03-02,PROD63,4,157.03,Health & Beauty
ORD000324,CUST105,2022-04-20,PROD61,1,100.65,Health & Beauty
ORD000325,CUST105,2024-01-15,PROD98,2,473.39,Home & Garden
ORD000326,CUST82,2024-08-02,PROD92,2,499.99,Health & Beauty
ORD000327,CUST39,2023-08-05,PROD18,7,240.16,Health & Beauty
ORD000328,CUST64,2024-09-23,PROD74,7,6.8,Home & Garden
ORD000329,CUST180,2022-09-30,PROD11,9,312.67,Health & Beauty
ORD000330,CUST58,2022-01-22,PROD8,8,334.72,Electronics
ORD000331,CUST111,2024-07-25,PROD22,2,359.13,Groceries
ORD000332,CUST64,2022-10-21,PROD55,5,455.32,Health & Beauty
ORD000333,CUST163,2023-02-10,PROD96,3,209.22,Electronics
ORD000334,CUST188,2023-11-20,PROD78,8,350.77,Groceries
ORD000335,CUST25,2022-01-31,PROD33,2,300.21,Clothing
ORD000336,CUST143,2022-07-14,PROD56,9,38.95,Groceries
ORD000337,CUST165,2022-03-12,PROD35,3,320.6,Home & Garden
ORD000338,CUST120,2022-08-25,PROD67,4,98.86,Clothing
ORD000339,CUST101,2022-06-12,PROD43,8,475.27,Electronics
ORD000340,CUST54,2023-02-07,PROD74,8,320.88,Health & Beauty
ORD000341,CUST3,2022-06-18,PROD52,3,53.72,Home & Garden
ORD000342,CUST188,2022-09-30,PROD50,2,383.68,Clothing
ORD000343,CUST156,2022-12-24,PROD97,9,425.08,Clothing
ORD000344,CUST10,2023-01-29,PROD21,7,251.21,Health & Beauty
ORD000345,CUST78,2022-08-05,PROD75,8,479.63,Health & Beauty
ORD000346,CUST25,2022-01-03,PROD36,5,348.46,Health & Beauty
ORD000347,CUST63,2023-10-04,PROD41,7,276.86,Clothing
ORD000348,CUST23,2023-09-04,PROD38,7,117.59,Home & Garden
ORD000349,CUST158,2024-03-06,PROD56,2,191.82,Electronics
ORD000350,CUST18,2023-05-19,PROD37,2,232.17,Health & Beauty
ORD000351,CUST113,2022-03-04,PROD95,5,439.41,Groceries
ORD000352,CUST65,2022-09-14,PROD87,3,457.58,Home & Garden
ORD000353,CUST162,2024-04-30,PROD56,6,235.31,Health & Beauty
ORD000354,CUST4,2022-12-04,PROD10,7,22.65,Home & Garden
ORD000355,CUST167,2023-08-09,PROD60,2,263.8,Groceries
ORD000356,CUST88,2022-04-29,PROD53,3,240.03,Home & Garden
ORD000357,CUST184,2024-06-10,PROD71,6,375.28,Health & Beauty
ORD000358,CUST145,2023-06-02,PROD17,8,241.24,Home & Garden
ORD000359,CUST29,2022-03-15,PROD80,9,422.64,Groceries
ORD000360,CUST81,2022-10-09,PROD25,4,160.49,Groceries
ORD000361,CUST107,2022-05-03,PROD7,5,299.97,Electronics
ORD000362,CUST78,2023-01-03,PROD61,7,219.52,Home & Garden
ORD000363,CUST37,2022-10-08,PROD34,6,193.98,Health & Beauty
ORD000364,CUST131,2023-09-21,PROD89,8,271.37,Clothing
ORD000365,CUST175,2024-06-29,PROD3,8,228.86,Groceries
ORD000366,CUST39,2023-02-16,PROD39,1,456.21,Groceries
ORD000367,CUST38,2023-03-07,PROD50,5,265.03,Electronics
ORD000368,CUST23,2022-03-20,PROD78,1,460.86,Electronics
ORD000369,CUST87,2024-07-30,PROD31,3,231.17,Groceries
ORD000370,CUST40,2023-02-22,PROD97,1,232.35,Clothing
ORD000371,CUST137,2024-01-03,PROD82,5,24.1,Groceries
ORD000372,CUST6,2022-04-11,PROD41,2,430.62,Clothing
ORD000373,CUST147,2023-10-02,PROD25,6,479.66,Clothing
ORD000374,CUST100,2022-07-18,PROD58,1,191.52,Electronics
ORD000375,CUST116,2023-09-07,PROD89,2,8.41,Groceries
ORD000376,CUST146,2022-05-22,PROD83,7,332.75,Clothing
ORD000377,CUST20,2022-11-30,PROD85,8,232.66,Home & Garden
ORD000378,CUST129,2022-02-24,PROD34,4,378.44,Home & Garden
ORD000379,CUST105,2024-06-08,PROD41,9,212.27,Home & Garden
ORD000380,CUST126,2024-03-22,PROD99,8,316.74,Clothing
ORD000381,CUST179,2022-06-23,PROD37,5,292.41,Health & Beauty
ORD000382,CUST66,2022-05-12,PROD99,3,45.01,Groceries
ORD000383,CUST41,2024-04-18,PROD83,1,148.62,Electronics
ORD000384,CUST43,2023-11-30,PROD14,9,386.88,Groceries
ORD000385,CUST33,2024-05-18,PROD52,4,57.92,Groceries
ORD000386,CUST19,2023-12-07,PROD75,5,381.12,Electronics
ORD000387,CUST28,2022-02-03,PROD92,3,498.6,Home & Garden
ORD000388,CUST38,2022-05-26,PROD2,9,52.82,Health & Beauty
ORD000389,CUST93,2023-09-11,PROD43,2,358.88,Health & Beauty
ORD000390,CUST146,2023-05-27,PROD62,3,198.2,Health & Beauty
ORD000391,CUST124,2024-01-26,PROD66,8,210.01,Clothing
ORD000392,CUST91,2023-12-01,PROD77,9,440.63,Electronics
ORD000393,CUST131,2023-03-25,PROD20,7,386.37,Clothing
ORD000394,CUST105,2023-02-16,PROD98,2,435.24,Home & Garden
ORD000395,CUST196,2022-02-23,PROD65,7,29.99,Home & Garden
ORD000396,CUST129,2022-05-20,PROD21,1,218.41,Electronics
ORD000397,CUST149,2022-02-13,PROD68,7,258.72,Electronics
ORD000398,CUST116,2022-07-07,PROD53,1,307.1,Electronics
ORD000399,CUST67,2023-07-21,PROD20,9,287.1,Clothing
